priority,overall_score,tier,company,city,state,segment,apollo_emp,est_actual_staff,revenue,num_locations,est_premium,likely_asian,in_kc_metro,prem_score,fit_score,acc_score,under_score,website,phone,notes
HIGH,4.3,Tier 1 — Big Bet,McClain Construction,Valley Park,Missouri,Construction,27,67,,,$25K-$60K,False,False,5,3.5,5,3.0,http://www.mcclain-construction.com,'+1 636-225-7500,Subtype: gc_with_subs
HIGH,4.3,Tier 1 — Big Bet,Mattingly Lumber & Millwork,Fenton,Missouri,Construction,45,112,12455000.0,,$30K-$80K+,False,False,5,3.5,5,3.0,http://www.mattinglylumber.com,'+1 636-343-3877,Subtype: gc_with_subs; Revenue $12.5M
HIGH,4.2,Tier 1 — Big Bet,WANO – Japanese Truck Parts,Independence,Missouri,Transport/Logistics,23,28,,,$10K-$20K,True,True,4,5.0,4,4.0,http://www.wano.com.au,,Subtype: warehouse_only; Asian-ownership signal; KC metro
HIGH,4.2,Tier 1 — Big Bet,Ackerman Toyota,St. Louis,Missouri,Construction,12,21,5102000.0,1.0,$20K-$40K,False,False,5,3.5,4,3.5,http://www.ackermantoyota.com,'+1 314-351-3000,Subtype: artisan_trade
HIGH,4.2,Tier 1 — Big Bet,Able Electric Company Inc,St. Louis,Missouri,Construction,15,26,,,$20K-$40K,False,False,5,3.5,4,3.5,http://www.akronelectric.net,'+1 314-894-3711,Subtype: artisan_trade
HIGH,4.2,Tier 1 — Big Bet,Lexington Plumbing,Kansas City,Missouri,Construction,21,36,22225000.0,,$20K-$40K,False,True,5,4.0,4,3.0,http://www.lexingtonplumbing.com,'+1 816-231-2254,Subtype: artisan_trade; KC metro; Revenue $22.2M
HIGH,4.2,Tier 1 — Big Bet,Evan-Talan Homes Inc.,Leawood,Kansas,Construction,2,5,15802000.0,,$30K-$80K+,False,True,5,3.0,4,4.0,http://www.evan-talanhomes.com,'+1 913-232-5151,Subtype: gc_with_subs; KC metro; Revenue $15.8M
HIGH,4.2,Tier 1 — Big Bet,"Woodstone Builders, LLC",Branson,Missouri,Construction,10,25,29301000.0,,$30K-$80K+,False,False,5,3.5,4,3.5,http://www.woodstonebuilders.com,'+1 417-581-5494,Subtype: gc_with_subs; Revenue $29.3M
HIGH,4.2,Tier 1 — Big Bet,Willis Custom Homes KC,Overland Park,Kansas,Construction,4,10,3281000.0,,$15K-$30K,False,True,4,4.0,5,4.0,http://www.williscustomhomes.com,'+1 913-685-8300,Subtype: gc_with_subs; KC metro
HIGH,4.2,Tier 1 — Big Bet,KCBR Design | Remodel,Overland Park,Kansas,Construction,21,52,,,$25K-$60K,False,True,5,4.0,4,3.0,http://www.kcbathremodel.com,'+1 913-717-5872,Subtype: gc_with_subs; KC metro
HIGH,4.2,Tier 1 — Big Bet,Pfeifer Homes Incorporated,Lee's Summit,Missouri,Construction,5,12,3094000.0,,$15K-$30K,False,True,4,4.0,5,4.0,http://www.pfeiferhomes.com,'+1 816-524-5245,Subtype: gc_with_subs; KC metro
HIGH,4.2,Tier 1 — Big Bet,Weis Comfort Systems,Fenton,Missouri,Manufacturing,12,15,22134000.0,,$25K-$60K+,False,False,5,3.5,4,3.5,http://www.weiscomfortsystems.com,,Subtype: general_mfg; Revenue $22.1M
HIGH,4.2,Tier 1 — Big Bet,"Century Fire Sprinklers, Inc.",North Kansas City,Missouri,Construction,22,38,15634000.0,,$20K-$40K,False,True,5,4.0,4,3.0,http://www.centuryfire.com,'+1 314-692-8011,Subtype: artisan_trade; KC metro; Revenue $15.6M
HIGH,4.2,Tier 1 — Big Bet,"SENNE & COMPANY, INC.",Topeka,Kansas,Construction,14,35,5788000.0,,$30K-$80K+,False,False,5,3.5,4,3.5,http://www.sennecompany.com,'+1 785-235-1015,Subtype: gc_with_subs
HIGH,4.2,Tier 1 — Big Bet,Koch Construction & Remodeling,Olathe,Kansas,Construction,20,50,,,$25K-$60K,False,True,5,4.0,4,3.0,http://www.kochconstructionkc.com,,Subtype: gc_with_subs; KC metro
HIGH,4.2,Tier 1 — Big Bet,Four Seasons Home Products,Lee's Summit,Missouri,Construction,35,61,,,$20K-$40K,False,True,5,4.0,4,3.0,http://www.fourseasonskc.com,'+1 816-320-5759,Subtype: artisan_trade; KC metro
HIGH,4.2,Tier 1 — Big Bet,Export Trading,Saint Louis,Missouri,Transport/Logistics,7,8,23484000.0,,$40K-$80K+,False,False,5,3.5,4,3.5,http://www.exporttrans.com,,Subtype: fleet_and_warehouse; Revenue $23.5M
HIGH,4.2,Tier 1 — Big Bet,"Lauer Construction, Inc.",St. Peters,Missouri,Construction,14,35,13108000.0,,$30K-$80K+,False,False,5,3.5,4,3.5,http://www.lauerconstruction.com,'+1 636-928-9784,Subtype: gc_with_subs; Revenue $13.1M
HIGH,4.2,Tier 1 — Big Bet,Crossroads Construction,Kansas City,Missouri,Construction,50,125,,,$25K-$60K,False,True,5,4.0,4,3.0,http://www.crossroadsconstruction.build,,Subtype: gc_with_subs; KC metro
HIGH,4.2,Tier 1 — Big Bet,"Crane Construction Company of Savannah, MO",Savannah,Missouri,Construction,9,22,7699000.0,,$30K-$80K+,False,False,5,3.5,4,3.5,http://www.crane-construction.com,'+1 816-324-5951,Subtype: gc_with_subs
HIGH,4.2,Tier 1 — Big Bet,PT. GAP LOGISTICS,Kearney,Missouri,Transport/Logistics,21,26,,,$40K-$80K+,False,True,5,4.0,4,3.0,http://www.gaplogistics.com,,Subtype: fleet_and_warehouse; KC metro
HIGH,4.2,Tier 1 — Big Bet,Terra Nova Builds,St. Louis,Missouri,Construction,6,15,29473000.0,,$30K-$80K+,False,False,5,3.5,4,3.5,http://www.terranovabuilds.com,,Subtype: gc_with_subs; Revenue $29.5M
HIGH,4.2,Tier 1 — Big Bet,The Flood Team,St. Louis,Missouri,Construction,14,24,10000000.0,,$20K-$40K,False,False,5,3.5,4,3.5,http://www.thefloodteam.com,,Subtype: artisan_trade; Revenue $10.0M
HIGH,4.2,Tier 1 — Big Bet,Total Interiors Inc.,Kansas City,Kansas,Construction,25,62,,,$25K-$60K,False,True,5,4.0,4,3.0,http://www.totalinteriors.net,'+1 913-621-2844,Subtype: gc_with_subs; KC metro
HIGH,4.2,Tier 1 — Big Bet,"Roundabout Transportation, LLC",Lenexa,Kansas,Transport/Logistics,1,1,4703000.0,1.0,$5K-$15K,False,True,4,4.0,5,4.0,http://www.roundaboutks.com,'+1 913-488-4224,Subtype: fleet_and_warehouse; KC metro
HIGH,4.1,Tier 1 — Big Bet,eGourmet Solutions Inc.,Kansas City,Kansas,Transport/Logistics,60,75,,,$40K-$80K+,False,True,5,3.0,5,2.5,http://www.frozenfulfillment.com,'+1 816-396-8741,Subtype: fleet_and_warehouse; KC metro
HIGH,4.1,Tier 1 — Big Bet,WLX | Western Logistics Express,Kansas City,Missouri,Transport/Logistics,76,95,2396000.0,,$40K-$80K+,False,True,5,3.0,5,2.5,http://www.wlxtrans.com,'+1 816-746-2800,Subtype: fleet_and_warehouse; KC metro
HIGH,4.1,Tier 1 — Big Bet,Mechanical Contractors Association of Kansas City (MCA of Kansas City),Overland Park,Kansas,Construction,6,15,3334000.0,,$15K-$30K,False,True,4,4.0,5,3.5,http://www.mcakc.org,'+1 913-948-9200,Subtype: gc_with_subs; KC metro
HIGH,4.1,Tier 1 — Big Bet,"Max Electric, Inc.",Grandview,Missouri,Construction,12,21,,,$12K-$25K,False,True,4,4.0,5,3.5,http://www.maxelectric-kc.com,'+1 816-965-7555,Subtype: artisan_trade; KC metro
HIGH,4.1,Tier 1 — Big Bet,Architectural Building Systems (KCK),Kansas City,Kansas,Construction,8,14,,,$12K-$25K,False,True,4,4.0,5,3.5,http://www.archbs.com,'+1 913-281-3363,Subtype: artisan_trade; KC metro
HIGH,4.1,Tier 1 — Big Bet,ArcStar Electric,Ozark,Missouri,Construction,21,52,,,$25K-$60K,False,False,5,3.5,4,3.0,http://www.arcstarelectric.com,,Subtype: gc_with_subs
HIGH,4.1,Tier 1 — Big Bet,Anderson Electrical LLC,Kansas City,Missouri,Construction,15,37,,,$15K-$30K,False,True,4,4.0,5,3.5,http://www.andersonelectricalkc.com,'+1 816-437-9000,Subtype: gc_with_subs; KC metro
HIGH,4.1,Tier 1 — Big Bet,"Sethmar Transportation, LLC",Overland Park,Kansas,Transport/Logistics,64,80,9200000.0,,$40K-$80K+,False,True,5,3.0,5,2.5,http://www.sethmar.com,'+1 913-884-1244,Subtype: fleet_and_warehouse; KC metro
HIGH,4.1,Tier 1 — Big Bet,Total Home Remodeling,Lenexa,Kansas,Construction,53,132,3769000.0,,$25K-$60K,False,True,5,3.0,5,2.5,http://www.totalhomekc.com,'+1 913-227-4149,Subtype: gc_with_subs; KC metro
HIGH,4.1,Tier 1 — Big Bet,"Titan Built, LLC",Lenexa,Kansas,Construction,59,147,22998000.0,,$30K-$80K+,False,True,5,3.0,5,2.5,http://www.titanbuilt.com,'+1 913-782-6700,Subtype: gc_with_subs; KC metro; Revenue $23.0M
HIGH,4.1,Tier 1 — Big Bet,Fusion Electric,Overland Park,Kansas,Construction,9,15,,,$12K-$25K,False,True,4,4.0,5,3.5,http://www.fusionkc.com,'+1 913-563-7975,Subtype: artisan_trade; KC metro
HIGH,4.1,Tier 1 — Big Bet,"Thrive Homes, LLC",Overland Park,Kansas,Construction,11,27,,,$15K-$30K,False,True,4,4.0,5,3.5,http://www.thrivehomesllc.com,'+1 913-297-9557,Subtype: gc_with_subs; KC metro
HIGH,4.1,Tier 1 — Big Bet,GBA Builders,Lenexa,Kansas,Construction,66,165,5685000.0,,$30K-$80K+,False,True,5,3.0,5,2.5,http://www.gbabuilders.com,'+1 913-577-8802,Subtype: gc_with_subs; KC metro
HIGH,4.1,Tier 1 — Big Bet,G Terbrock Luxury Homes,Chesterfield,Missouri,Construction,4,10,3716000.0,,$15K-$30K,False,False,4,3.5,5,4.0,http://www.gterbrock.com,'+1 636-778-2005,Subtype: gc_with_subs
HIGH,4.1,Tier 1 — Big Bet,Epoxy Coating Specialists,Kansas City,Kansas,Construction,68,119,29917000.0,,$20K-$40K,False,True,5,3.0,5,2.5,http://www.epoxyspecialists.com,'+1 913-362-4141,Subtype: artisan_trade; KC metro; Revenue $29.9M
HIGH,4.1,Tier 1 — Big Bet,"Evardy Construction, LLC",Overland Park,Kansas,Construction,11,27,,,$15K-$30K,False,True,4,4.0,5,3.5,http://www.evardyconstruction.com,'+1 816-729-5780,Subtype: gc_with_subs; KC metro
HIGH,4.1,Tier 1 — Big Bet,"Firelake Construction, Inc.",Lenexa,Kansas,Construction,53,132,,,$25K-$60K,False,True,5,3.0,5,2.5,http://www.firelakeconstruction.com,'+1 913-312-9540,Subtype: gc_with_subs; KC metro
HIGH,4.1,Tier 1 — Big Bet,Follow Me Construction & Home Maintenace,Independence,Missouri,Construction,15,37,,,$15K-$30K,False,True,4,4.0,5,3.5,http://www.followmeconstruction.com,'+1 816-844-9757,Subtype: gc_with_subs; KC metro
HIGH,4.1,Tier 1 — Big Bet,221 Construction LLC.,Kearney,Missouri,Construction,15,37,,,$15K-$30K,False,True,4,4.0,5,3.5,http://www.221construction.com,'+1 816-265-2701,Subtype: gc_with_subs; KC metro
HIGH,4.1,Tier 1 — Big Bet,A.L. Huber Construction,Overland Park,Kansas,Construction,62,155,2736000.0,,$25K-$60K,False,True,5,3.0,5,2.5,http://www.alhuber.com,'+1 913-341-4880,Subtype: gc_with_subs; KC metro
HIGH,4.1,Tier 1 — Big Bet,T-Mac Construction LLC,Kansas City,Missouri,Construction,12,30,,,$15K-$30K,False,True,4,4.0,5,3.5,http://www.t-macconstruction.com,'+1 816-997-9090,Subtype: gc_with_subs; KC metro
HIGH,4.1,Tier 1 — Big Bet,Dreamscapes Landscaping,Overland Park,Kansas,Construction,79,138,,2.0,$20K-$40K,False,True,5,3.0,5,2.5,http://www.kansas-landscaping.com,'+1 913-815-1363,Subtype: artisan_trade; KC metro; 2 locations
HIGH,4.1,Tier 1 — Big Bet,Global Response Team,Kansas City,Kansas,Construction,12,30,,,$15K-$30K,False,True,4,4.0,5,3.5,http://www.globalresponseteam.com,'+1 855-668-0115,Subtype: gc_with_subs; KC metro
HIGH,4.1,Tier 1 — Big Bet,Baron Contracting,Overland Park,Kansas,Construction,13,32,,,$15K-$30K,False,True,4,4.0,5,3.5,http://www.baroncontracting.com,'+1 913-322-4400,Subtype: gc_with_subs; KC metro
HIGH,4.1,Tier 1 — Big Bet,Olathe Fleet Solutions,Olathe,Kansas,Transport/Logistics,9,11,,,$25K-$50K,False,True,4,4.0,5,3.5,http://www.ofskc.com,'+1 913-312-0079,Subtype: fleet_and_warehouse; KC metro
HIGH,4.1,Tier 1 — Big Bet,TJ Wies Prefab,St. Peters,Missouri,Construction,35,87,,,$25K-$60K,False,False,5,3.5,4,3.0,http://www.tjwiesprefab.com,,Subtype: gc_with_subs
HIGH,4.1,Tier 1 — Big Bet,American Dish Service,Edwardsville,Kansas,Manufacturing,70,87,,,$25K-$60K+,False,True,5,3.0,5,2.5,http://www.americandish.com,'+1 913-422-3700,Subtype: food_mfg; KC metro
HIGH,4.1,Tier 1 — Big Bet,Clarke Powered Solutions,Kansas City,Kansas,Manufacturing,13,16,,,$15K-$30K,False,True,4,4.0,5,3.5,http://www.clarkepoweredsolutions.com,'+1 855-252-7537,Subtype: general_mfg; KC metro
HIGH,4.1,Tier 1 — Big Bet,Totta Hardwoods,Kansas City,Missouri,Construction,11,19,,,$12K-$25K,False,True,4,4.0,5,3.5,http://www.tottahardwoods.com,'+1 816-507-5281,Subtype: artisan_trade; KC metro
HIGH,4.1,Tier 1 — Big Bet,Wyndham Construction,Wichita,Kansas,Construction,21,52,32861000.0,,$30K-$80K+,False,False,5,3.5,4,3.0,http://www.wyndhamconstruction.com,'+1 856-262-1800,Subtype: gc_with_subs; Revenue $32.9M
HIGH,4.1,Tier 1 — Big Bet,Elevate Design + Build,Reeds Spring,Missouri,Construction,22,55,,,$25K-$60K,False,False,5,3.5,4,3.0,http://www.elevatedesignbuildkc.com,,Subtype: gc_with_subs
HIGH,4.1,Tier 1 — Big Bet,"Metro Construction Management, Inc.",Blue Springs,Missouri,Construction,12,30,,,$15K-$30K,False,True,4,4.0,5,3.5,http://www.metro.construction,'+1 785-806-7662,Subtype: gc_with_subs; KC metro
HIGH,4.1,Tier 1 — Big Bet,"RoadRunner DriveAway, LLC",Lee's Summit,Missouri,Transport/Logistics,11,13,,,$25K-$50K,False,True,4,4.0,5,3.5,http://www.roadrunnerdriveaway.com,'+1 816-525-1812,Subtype: fleet_and_warehouse; KC metro
HIGH,4.1,Tier 1 — Big Bet,Mercer Zimmerman,Overland Park,Kansas,Construction,90,157,77500000.0,,$20K-$40K,False,True,5,3.0,5,2.5,http://www.mzltg.com,'+1 913-438-4546,Subtype: artisan_trade; KC metro; Revenue $77.5M
HIGH,4.1,Tier 1 — Big Bet,DI Build,Lenexa,Kansas,Construction,13,32,,,$15K-$30K,False,True,4,4.0,5,3.5,http://www.dibuild.com,'+1 913-340-0988,Subtype: gc_with_subs; KC metro
HIGH,4.1,Tier 1 — Big Bet,EPRO,Wichita,Kansas,Manufacturing,5,6,3700000.0,,$15K-$30K,False,False,4,3.5,5,4.0,http://www.epro-plasticscircularity.org,'+1 316-262-2513,Subtype: chemical_mfg
HIGH,4.1,Tier 1 — Big Bet,Control Service Company,Lee's Summit,Missouri,Manufacturing,96,120,10784000.0,,$25K-$60K+,False,True,5,3.0,5,2.5,http://www.controlservice.com,'+1 816-600-5800,Subtype: general_mfg; KC metro; Revenue $10.8M
HIGH,4.1,Tier 1 — Big Bet,DW Construction,Kansas City,Missouri,Construction,13,32,,,$15K-$30K,False,True,4,4.0,5,3.5,http://www.dwconstructionkc.com,'+1 816-872-7661,Subtype: gc_with_subs; KC metro
HIGH,4.1,Tier 1 — Big Bet,"No Limit Construction, Inc.",Overland Park,Kansas,Construction,15,37,,,$15K-$30K,False,True,4,4.0,5,3.5,http://www.nolimitconstructioninc.com,'+1 913-390-8708,Subtype: gc_with_subs; KC metro
HIGH,4.1,Tier 1 — Big Bet,National Cold Storage Inc,Bonner Springs,Kansas,Transport/Logistics,8,10,,,$25K-$50K,False,True,4,4.0,5,3.5,http://www.coldkc.com,'+1 913-422-4050,Subtype: fleet_and_warehouse; KC metro
HIGH,4.1,Tier 1 — Big Bet,Staco Electric Construction Co,Kansas City,Missouri,Construction,62,108,17461000.0,,$20K-$40K,False,True,5,3.0,5,2.5,http://www.stacoelectric.com,'+1 816-765-7112,Subtype: artisan_trade; KC metro; Revenue $17.5M
HIGH,4.1,Tier 1 — Big Bet,Finley House,Ozark,Missouri,Manufacturing,4,5,12224000.0,,$25K-$60K+,False,False,5,2.5,4,4.0,http://www.radnorhistory.org,'+1 610-688-2668,Subtype: general_mfg; Revenue $12.2M
HIGH,4.1,Tier 1 — Big Bet,BLUEBIRD CONTRACTING,Olathe,Kansas,Construction,14,35,,,$15K-$30K,False,True,4,4.0,5,3.5,http://www.bluebird-kc.com,'+1 816-603-0639,Subtype: gc_with_subs; KC metro
HIGH,4.1,Tier 1 — Big Bet,BLUE RIVER,Overland Park,Kansas,Construction,57,142,,,$25K-$60K,False,True,5,3.0,5,2.5,http://www.blueriverplumbingco.com,'+1 913-701-6410,Subtype: gc_with_subs; KC metro
HIGH,4.1,Tier 1 — Big Bet,Straub Construction,Shawnee,Kansas,Construction,62,155,4486000.0,,$25K-$60K,False,True,5,3.0,5,2.5,http://www.straubconstruction.com,'+1 913-451-8828,Subtype: gc_with_subs; KC metro
HIGH,4.1,Tier 1 — Big Bet,StructSure Projects,Kansas City,Missouri,Construction,53,132,,,$25K-$60K,False,True,5,3.0,5,2.5,http://www.structsureprojects.com,'+1 913-647-9400,Subtype: gc_with_subs; KC metro
HIGH,4.1,Tier 1 — Big Bet,JMC Electric,Overland Park,Kansas,Manufacturing,9,11,3222000.0,1.0,$15K-$30K,False,True,4,4.0,5,3.5,http://www.jmcelectrickc.com,'+1 913-362-2100,Subtype: metal_mfg; KC metro
HIGH,4.1,Tier 1 — Big Bet,Sunflower Industrial,Shawnee,Kansas,Construction,9,15,,,$12K-$25K,False,True,4,4.0,5,3.5,http://www.sunflowerindustrial.com,'+1 913-362-4141,Subtype: artisan_trade; KC metro
HIGH,4.1,Tier 1 — Big Bet,Lippert Mechanical Service,Kansas City,Missouri,Manufacturing,66,82,,,$25K-$60K+,False,True,5,3.0,5,2.5,http://www.lippertmechanical.com,'+1 816-241-4442,Subtype: general_mfg; KC metro
HIGH,4.1,Tier 1 — Big Bet,New Generation Homes Inc,Gardner,Kansas,Construction,12,30,,,$15K-$30K,False,True,4,4.0,5,3.5,http://www.nghomesllc.com,'+1 317-896-5501,Subtype: gc_with_subs; KC metro
HIGH,4.1,Tier 1 — Big Bet,Henderson Building Solutions,Lenexa,Kansas,Construction,79,197,,,$25K-$60K,False,True,5,3.0,5,2.5,http://www.hendersonbuilding.com,'+1 913-894-9720,Subtype: gc_with_subs; KC metro
HIGH,4.1,Tier 1 — Big Bet,Outdoor Living Inc.,St. Louis,Missouri,Construction,17,29,5044000.0,,$20K-$40K,False,False,5,3.5,4,3.0,http://www.outdoorlivinginc.com,,Subtype: artisan_trade
HIGH,4.1,Tier 1 — Big Bet,Bear Claw Construction Management LLC,Kansas City,Missouri,Construction,15,37,4840000.0,,$15K-$30K,False,True,4,4.0,5,3.5,http://www.bearclawheritage.com,'+1 877-727-2226,Subtype: gc_with_subs; KC metro
HIGH,4.1,Tier 1 — Big Bet,Owen Homes,Kansas City,Missouri,Construction,10,25,4695000.0,,$15K-$30K,False,True,4,4.0,5,3.5,http://www.owenhomeskc.com,'+1 816-343-6065,Subtype: gc_with_subs; KC metro
HIGH,4.1,Tier 1 — Big Bet,Margin Freight,Overland Park,Kansas,Transport/Logistics,14,17,,,$25K-$50K,False,True,4,4.0,5,3.5,http://www.marginfreight.com,'+1 913-228-3591,Subtype: fleet_and_warehouse; KC metro
HIGH,4.1,Tier 1 — Big Bet,Maze Freight Solutions Inc.,Overland Park,Kansas,Transport/Logistics,10,12,,,$25K-$50K,False,True,4,4.0,5,3.5,http://www.mazefreightsolutions.com,'+1 913-276-1563,Subtype: fleet_and_warehouse; KC metro
HIGH,4.1,Tier 1 — Big Bet,LM2 CONSTRUCTION,Lee's Summit,Missouri,Construction,11,27,,,$15K-$30K,False,True,4,4.0,5,3.5,http://www.lm2cc.com,'+1 816-600-2001,Subtype: gc_with_subs; KC metro
HIGH,4.1,Tier 1 — Big Bet,Greenovate Construction,Kansas City,Missouri,Construction,10,25,,,$15K-$30K,False,True,4,4.0,5,3.5,http://www.greenovateconstruction.com,'+1 816-805-1890,Subtype: gc_with_subs; KC metro
HIGH,4.1,Tier 1 — Big Bet,POD Logistics Incorporated,Kansas City,Missouri,Transport/Logistics,15,18,,,$25K-$50K,False,True,4,4.0,5,3.5,http://www.podlogis.com,'+1 816-205-8267,Subtype: fleet_and_warehouse; KC metro
HIGH,4.1,Tier 1 — Big Bet,Port TMS,Overland Park,Kansas,Transport/Logistics,10,12,,,$25K-$50K,False,True,4,4.0,5,3.5,http://www.porttms.com,'+1 877-767-8867,Subtype: fleet_and_warehouse; KC metro
HIGH,4.1,Tier 1 — Big Bet,Pulse Transportation Svc,Kansas City,Missouri,Transport/Logistics,9,11,1000000.0,,$25K-$50K,False,True,4,4.0,5,3.5,http://www.pulselogistics.com,'+1 816-231-1612,Subtype: fleet_and_warehouse; KC metro
HIGH,4.1,Tier 1 — Big Bet,Quote Factory,Overland Park,Kansas,Transport/Logistics,13,16,,,$25K-$50K,False,True,4,4.0,5,3.5,http://www.quotefactory.com,'+1 913-391-3976,Subtype: fleet_and_warehouse; KC metro
HIGH,4.1,Tier 1 — Big Bet,Lumber One,De Soto,Kansas,Construction,67,167,,,$25K-$60K,False,True,5,3.0,5,2.5,http://www.lumberonekc.com,'+1 913-583-9889,Subtype: gc_with_subs; KC metro
HIGH,4.1,Tier 1 — Big Bet,EXCEL CONSTRUCTORS,Overland Park,Kansas,Construction,96,240,10461000.0,,$30K-$80K+,False,True,5,3.0,5,2.5,http://www.excelconstructors.com,'+1 913-261-1000,Subtype: gc_with_subs; KC metro; Revenue $10.5M
HIGH,4.1,Tier 1 — Big Bet,Grant Masonry Contracting Company,Fenton,Missouri,Construction,3,7,3615000.0,,$15K-$30K,False,False,4,3.5,5,4.0,http://www.grantcontracting.com,'+1 636-343-0170,Subtype: gc_with_subs
HIGH,4.1,Tier 1 — Big Bet,"Mike Hagen Electric, Inc.",Kansas City,Missouri,Construction,11,19,,,$12K-$25K,False,True,4,4.0,5,3.5,http://www.mikehagenelectric.com,'+1 816-734-5100,Subtype: artisan_trade; KC metro
HIGH,4.1,Tier 1 — Big Bet,"Tompkins Industries, Inc.",Olathe,Kansas,Manufacturing,81,101,20784000.0,,$25K-$60K+,False,True,5,3.0,5,2.5,http://www.tompkinsind.com,'+1 800-255-1008,Subtype: metal_mfg; KC metro; Revenue $20.8M
HIGH,4.1,Tier 1 — Big Bet,"Temp-Con, LLC",Shawnee,Kansas,Manufacturing,55,68,,,$25K-$60K+,False,True,5,3.0,5,2.5,http://www.tempconkc.com,'+1 913-768-4888,Subtype: metal_mfg; KC metro
HIGH,4.1,Tier 1 — Big Bet,TVT America LLC,Hollister,Missouri,Manufacturing,5,6,3443000.0,,$15K-$30K,False,False,4,3.5,5,4.0,http://www.tvtamerica.com,'+1 866-285-5055,Subtype: food_mfg
HIGH,4.1,Tier 1 — Big Bet,Quality Industrial Products,Grandview,Missouri,Manufacturing,10,12,,,$15K-$30K,False,True,4,4.0,5,3.5,http://www.qualityindustrial.com,'+1 816-765-0445,Subtype: metal_mfg; KC metro
HIGH,4.1,Tier 1 — Big Bet,Core Communications,North Kansas City,Missouri,Construction,68,119,29996000.0,,$20K-$40K,False,True,5,3.0,5,2.5,http://www.corecommkc.com,'+1 816-581-6400,Subtype: artisan_trade; KC metro; Revenue $30.0M
HIGH,4.1,Tier 1 — Big Bet,Complete Property Solutions Corp.,Shawnee,Kansas,Construction,12,30,,,$15K-$30K,False,True,4,4.0,5,3.5,http://www.cps-kc.com,'+1 913-890-3536,Subtype: gc_with_subs; KC metro
HIGH,4.1,Tier 1 — Big Bet,Naturally Wired,Overland Park,Kansas,Manufacturing,14,17,,,$15K-$30K,False,True,4,4.0,5,3.5,http://www.naturallywiredkc.com,'+1 913-385-9926,Subtype: wood_mfg; KC metro
HIGH,4.1,Tier 1 — Big Bet,DEV INC.,Lenexa,Kansas,Construction,10,25,,,$15K-$30K,False,True,4,4.0,5,3.5,http://www.dev-inc.com,'+1 913-322-8882,Subtype: gc_with_subs; KC metro
HIGH,4.1,Tier 1 — Big Bet,Kansas City Intermodal,Kansas City,Missouri,Transport/Logistics,14,17,,,$25K-$50K,False,True,4,4.0,5,3.5,http://www.kcintermodal.com,'+1 913-281-6800,Subtype: fleet_and_warehouse; KC metro
HIGH,4.1,Tier 1 — Big Bet,Jett Trucking,Olathe,Kansas,Transport/Logistics,54,67,,,$40K-$80K+,False,True,5,3.0,5,2.5,http://www.jetttrucking.com,'+1 913-647-0543,Subtype: fleet_and_warehouse; KC metro
HIGH,4.1,Tier 1 — Big Bet,Jenkins Diesel,Springfield,Missouri,Transport/Logistics,22,27,25424000.0,1.0,$40K-$80K+,False,False,5,3.5,4,3.0,http://www.jenkinsdiesel.com,'+1 800-747-7676,Subtype: fleet; Revenue $25.4M
HIGH,4.1,Tier 1 — Big Bet,LIV2ship,Overland Park,Kansas,Transport/Logistics,13,16,,,$25K-$50K,False,True,4,4.0,5,3.5,http://www.liv2ship.com,'+1 877-773-5482,Subtype: fleet_and_warehouse; KC metro
HIGH,4.1,Tier 1 — Big Bet,Infinity Intermodal,Kansas City,Missouri,Transport/Logistics,12,15,,,$25K-$50K,False,True,4,4.0,5,3.5,http://www.infinityintermodal.com,'+1 816-984-8500,Subtype: fleet_and_warehouse; KC metro
HIGH,4.1,Tier 1 — Big Bet,"SMCI (Sheet Metal Contractors, Inc.)",De Soto,Missouri,Construction,55,137,53097000.0,,$30K-$80K+,False,True,5,3.0,5,2.5,http://www.smcihvac.com,'+1 636-337-2150,Subtype: gc_with_subs; KC metro; Revenue $53.1M
